날짜,제목,언론사,URL
2025.05.07 10:10,IT서비스학회 '2025 춘계학술대회' 14일 개최···피지컬AI 집중...,지디넷코리아,https://finance.naver.com/item/news_read.naver?article_id=0002373262&office_id=092&code=005380&page=8&sm=
2025.05.07 10:01,"韓·美 조선 협력 본격화… 한화·HD현대, 美 조선소 확보 속도",조선비즈,https://finance.naver.com/item/news_read.naver?article_id=0001074959&office_id=366&code=005380&page=8&sm=
2025.05.07 09:50,"코스피, 미중 무역협상 진행 소식에 상승 출발…환율은 1380원 개장",더팩트,https://finance.naver.com/item/news_read.naver?article_id=0000387607&office_id=629&code=005380&page=8&sm=
2025.05.07 09:44,"코스피, '미중 협상 개시' 소식에 상승 출발[개장시황]",뉴스1,https://finance.naver.com/item/news_read.naver?article_id=0008234103&office_id=421&code=005380&page=8&sm=
2025.05.07 09:30,"코스피, 2560선 강보합권 등락…환율 6개월만에 1380원선 [영상]",한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005128272&office_id=015&code=005380&page=8&sm=
2025.05.07 09:27,"제네시스, 브랜드 주요 기술 담은 홍보영상 공개",파이낸셜뉴스,https://finance.naver.com/item/news_read.naver?article_id=0005345758&office_id=014&code=005380&page=8&sm=
2025.05.07 09:20,연휴 끝나고 기지개 켠 코스피…항공·조선·방산 테마 '활짝',머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005190206&office_id=008&code=005380&page=8&sm=
2025.05.07 09:06,"""생산 627만대, 고용 4만명""…현대차 앨라배마 '20년 결실'",뉴시스,https://finance.naver.com/item/news_read.naver?article_id=0013225437&office_id=003&code=005380&page=8&sm=
2025.05.07 09:04,"현대차·기아, 美 특허괴물에 ‘내비게이션·IVI’ 특허 침해로 피소",디지털데일리,https://finance.naver.com/item/news_read.naver?article_id=0002195948&office_id=138&code=005380&page=8&sm=
2025.05.07 09:03,'탈탄소 산업'도 탈조선...철강·배터리까지 미국행 [ESG 뉴스 5],한경비즈니스,https://finance.naver.com/item/news_read.naver?article_id=0000090411&office_id=050&code=005380&page=8&sm=
2025.05.07 09:01,"워커힐 호텔앤리조트, ‘얼리 서머’ 패키지 출시",데일리안,https://finance.naver.com/item/news_read.naver?article_id=0002953026&office_id=119&code=005380&page=9&sm=
2025.05.07 09:01,인프라·자율차 지능협력 기술로 미래 모빌리티를 선도하는 기업 ‘(...,한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005128231&office_id=015&code=005380&page=9&sm=
2025.05.07 09:00,"스칼라데이터, 현대자동차 블루멤버스 제휴...EV충전 플랫폼 업계 최....",서울경제,https://finance.naver.com/item/news_read.naver?article_id=0004482118&office_id=011&code=005380&page=9&sm=
2025.05.07 08:30,"현대차, 싱가포르 공장…동남아허브 역부족, 손실 쌓인다",뉴시스,https://finance.naver.com/item/news_read.naver?article_id=0013225351&office_id=003&code=005380&page=9&sm=
2025.05.07 08:23,"[기업이슈] 삼성전자, 지능형 로봇 개발 본격 착수…로봇주 급등",SBS Biz,https://finance.naver.com/item/news_read.naver?article_id=0000438978&office_id=374&code=005380&page=9&sm=
2025.05.07 08:00,"붕붕마켓, 선팅·보험 서비스 도입 “앱 하나로 차량 관리”",중앙일보,https://finance.naver.com/item/news_read.naver?article_id=0003439082&office_id=025&code=005380&page=9&sm=
2025.05.07 07:51,"[애프터마켓 리뷰] ""NXT 효과 뚜렷""…연휴 앞 올빼미 공시 '뚝'",SBS Biz,https://finance.naver.com/item/news_read.naver?article_id=0000438971&office_id=374&code=005380&page=9&sm=
2025.05.07 07:35,"유심 해킹 여파로 SK텔레콤 시총 9000억원 증발, 가입자 이탈 가속",코리아중앙데일리,https://finance.naver.com/item/news_read.naver?article_id=0000069658&office_id=640&code=005380&page=9&sm=
2025.05.07 06:45,"유럽 전기차 판매, 캐즘에도 1Q 28%↑…K-베터리 '가뭄 속 단비'",뉴스1,https://finance.naver.com/item/news_read.naver?article_id=0008233761&office_id=421&code=005380&page=9&sm=
2025.05.07 06:31,"조선이냐, 방산이냐…올해 시총 증가율 1위 업종은 [줍줍리포트]",서울경제,https://finance.naver.com/item/news_read.naver?article_id=0004482052&office_id=011&code=005380&page=9&sm=
2025.05.07 06:15,"[단독]작년 카드사 車할부 5조 돌파…""DSR 규제 포함해야""",아시아경제,https://finance.naver.com/item/news_read.naver?article_id=0005588193&office_id=277&code=005380&page=10&sm=
2025.05.07 06:11,"최악 국면 지났나…면세업계, 올해 '실적개선' 기대감",연합뉴스,https://finance.naver.com/item/news_read.naver?article_id=0015372044&office_id=001&code=005380&page=10&sm=
2025.05.07 06:03,"제네시스, 고성능·하이브리드 신차로 시장 공략",세계일보,https://finance.naver.com/item/news_read.naver?article_id=0004033329&office_id=022&code=005380&page=10&sm=
2025.05.07 06:00,"시작도 못한 대한민국 AI산업, 발목부터 잡는 '이것'",머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005190130&office_id=008&code=005380&page=10&sm=
2025.05.07 05:50,"""보령페스티벌은 모터스포츠 풀뿌리행사…車문화 구축도 중요""",연합뉴스,https://finance.naver.com/item/news_read.naver?article_id=0015372015&office_id=001&code=005380&page=10&sm=
2025.05.07 05:00,불황 시달리는 韓 석유화학…독일·일본은 기업 체질 확 바꿨다,중앙일보,https://finance.naver.com/item/news_read.naver?article_id=0003439070&office_id=025&code=005380&page=10&sm=
2025.05.07 04:30,"[우보세]수소충전소 설치, 정부에 도와달라는 이유",머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005190104&office_id=008&code=005380&page=10&sm=
2025.05.07 03:06,AI로 집에서 부정맥 관리… 어깨 부담 줄여주는 ‘조끼형 로봇’도,동아일보,https://finance.naver.com/item/news_read.naver?article_id=0003633259&office_id=020&code=005380&page=10&sm=
2025.05.07 03:05,새차 안사고 중고차도 빌린다… 가격 경쟁력에 렌터카 편의 더해,동아일보,https://finance.naver.com/item/news_read.naver?article_id=0003633220&office_id=020&code=005380&page=10&sm=
2025.05.07 03:05,"작년 국내 5대 그룹 매출, GDP의 40% 달해",동아일보,https://finance.naver.com/item/news_read.naver?article_id=0003633227&office_id=020&code=005380&page=10&sm=
